#           M   M*dndlnm_ dndlnm_Millennium     f(sig)_  lnsigma_Millennium  neff_Millennium       ngtm_  sigma_Millennium
  7.07946e+12 3.80758e+09       5.37835e-04 3.19783e-01           -0.490834        -1.970410 5.38012e-04          1.633678
  7.94328e+12 3.83769e+09       4.83137e-04 3.19275e-01           -0.470980        -1.960617 4.79240e-04          1.601563
  8.91251e+12 3.86315e+09       4.33453e-04 3.18576e-01           -0.450952        -1.951425 4.26477e-04          1.569806
  1.00000e+13 3.89261e+09       3.89261e-04 3.17671e-01           -0.430727        -1.940423 3.79118e-04          1.538376
  1.12202e+13 3.91339e+09       3.48782e-04 3.16549e-01           -0.410300        -1.930989 3.36633e-04          1.507270
  1.25893e+13 3.93411e+09       3.12498e-04 3.15198e-01           -0.389694        -1.920720 2.98566e-04          1.476528
  1.41254e+13 3.95555e+09       2.80031e-04 3.13600e-01           -0.368874        -1.909312 2.64458e-04          1.446105
  1.58489e+13 3.96594e+09       2.50234e-04 3.11745e-01           -0.347854        -1.899939 2.33933e-04          1.416026
  1.77828e+13 3.97949e+09       2.23783e-04 3.09617e-01           -0.326641        -1.888595 2.06646e-04          1.386303
  1.99526e+13 3.98900e+09       1.99924e-04 3.07201e-01           -0.305202        -1.877174 1.82256e-04          1.356898
  2.23872e+13 3.98833e+09       1.78152e-04 3.04484e-01           -0.283566        -1.867346 1.60492e-04          1.327857
  2.51189e+13 3.99128e+09       1.58896e-04 3.01451e-01           -0.261717        -1.855105 1.41090e-04          1.299159
  2.81838e+13 3.98469e+09       1.41382e-04 2.98084e-01           -0.239636        -1.844087 1.23805e-04          1.270787
  3.16228e+13 3.97217e+09       1.25611e-04 2.94377e-01           -0.217358        -1.833206 1.08435e-04          1.242789
  3.54813e+13 3.96085e+09       1.11632e-04 2.90309e-01           -0.194845        -1.820228 9.47786e-05          1.215122
  3.98107e+13 3.93512e+09       9.88458e-05 2.85869e-01           -0.172101        -1.809687 8.26625e-05          1.187798
  4.46684e+13 3.90874e+09       8.75059e-05 2.81050e-01           -0.149148        -1.797393 7.19352e-05          1.160845
  5.01187e+13 3.87842e+09       7.73847e-05 2.75832e-01           -0.125943        -1.784150 6.24434e-05          1.134217
  5.62341e+13 3.83260e+09       6.81543e-05 2.70214e-01           -0.102512        -1.773535 5.40655e-05          1.107951
  6.30957e+13 3.78836e+09       6.00414e-05 2.64188e-01           -0.078853        -1.760037 4.66859e-05          1.082045
  7.07946e+13 3.73458e+09       5.27523e-05 2.57739e-01           -0.054929        -1.747059 4.01930e-05          1.056466
  7.94328e+13 3.66831e+09       4.61813e-05 2.50879e-01           -0.030784        -1.735637 3.44979e-05          1.031263
  8.91251e+13 3.60284e+09       4.04245e-05 2.43599e-01           -0.006386        -1.721091 2.95125e-05          1.006406
  1.00000e+14 3.52220e+09       3.52220e-05 2.35899e-01            0.018280        -1.708906 2.51579e-05          0.981886
  1.12202e+14 3.43541e+09       3.06181e-05 2.27802e-01            0.043171        -1.695959 2.13679e-05          0.957748
