  0.799361E-01  0.317625E+07  0.316223E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.317390E+07
  0.846980E-01  0.292297E+07  0.290752E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.292037E+07
  0.894599E-01  0.269499E+07  0.267854E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.269222E+07
  0.942218E-01  0.250093E+07  0.248431E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.249814E+07
  0.989837E-01  0.234233E+07  0.232644E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.233966E+07
  0.103746E+00  0.221584E+07  0.220146E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.221342E+07
  0.108508E+00  0.211544E+07  0.210303E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.211336E+07
  0.113269E+00  0.203288E+07  0.202252E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.203114E+07
  0.118031E+00  0.195830E+07  0.194971E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.195686E+07
  0.122793E+00  0.188357E+07  0.187623E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.188234E+07
  0.127555E+00  0.180466E+07  0.179795E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.180354E+07
  0.132317E+00  0.172075E+07  0.171409E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.171963E+07
  0.137079E+00  0.163327E+07  0.162627E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.163209E+07
  0.141841E+00  0.154556E+07  0.153803E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.154429E+07
  0.146603E+00  0.146186E+07  0.145385E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.146052E+07
  0.151365E+00  0.138628E+07  0.137802E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.138489E+07
  0.156127E+00  0.132146E+07  0.131326E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.132009E+07
  0.160888E+00  0.126783E+07  0.126000E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.126651E+07
  0.165650E+00  0.122396E+07  0.121676E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.122276E+07
  0.170412E+00  0.118723E+07  0.118078E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.118615E+07
  0.175174E+00  0.115445E+07  0.114875E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.115349E+07
  0.179936E+00  0.112279E+07  0.111772E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.112194E+07
  0.184698E+00  0.109012E+07  0.108547E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.108934E+07
  0.189460E+00  0.105519E+07  0.105075E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.105444E+07
  0.194222E+00  0.101796E+07  0.101354E+07  0.000000E+00  0.000000E+00  0.000000E+00  0.101722E+07
  0.198984E+00  0.979444E+06  0.974914E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.978683E+06
  0.203746E+00  0.941194E+06  0.936504E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.940406E+06
  0.208508E+00  0.904734E+06  0.899914E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.903925E+06
  0.216847E+00  0.848651E+06  0.843822E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.847840E+06
  0.225519E+00  0.803248E+06  0.798766E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.802496E+06
  0.234539E+00  0.766157E+06  0.762238E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.765499E+06
  0.243919E+00  0.731124E+06  0.727701E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.730549E+06
  0.253675E+00  0.692841E+06  0.689643E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.692304E+06
  0.263821E+00  0.651003E+06  0.647795E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.650464E+06
  0.274372E+00  0.610107E+06  0.606880E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.609565E+06
  0.285345E+00  0.574781E+06  0.571710E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.574265E+06
  0.296758E+00  0.545244E+06  0.542476E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.544779E+06
  0.308627E+00  0.517305E+06  0.514803E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.516884E+06
  0.320970E+00  0.487912E+06  0.485527E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.487511E+06
  0.333807E+00  0.458106E+06  0.455764E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.457713E+06
  0.347158E+00  0.431070E+06  0.428837E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.430695E+06
  0.361042E+00  0.407453E+06  0.405401E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.407108E+06
  0.375482E+00  0.384897E+06  0.382997E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.384578E+06
  0.390499E+00  0.362144E+06  0.360327E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.361839E+06
  0.406117E+00  0.340480E+06  0.338744E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.340188E+06
  0.422360E+00  0.320930E+06  0.319312E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.320658E+06
  0.527463E+00  0.227431E+06  0.226285E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.227239E+06
  0.658722E+00  0.160039E+06  0.159235E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.159904E+06
  0.822644E+00  0.111911E+06  0.111349E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.111817E+06
  0.102736E+01  0.778187E+05  0.774278E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.777531E+05
  0.128302E+01  0.538396E+05  0.535692E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.537942E+05
  0.160229E+01  0.370809E+05  0.368947E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.370497E+05
  0.200102E+01  0.254341E+05  0.253064E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.254126E+05
  0.249897E+01  0.173803E+05  0.172931E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.173657E+05
  0.312084E+01  0.118366E+05  0.117772E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.118266E+05
  0.389746E+01  0.803626E+04  0.799588E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.802948E+04
  0.486734E+01  0.544066E+04  0.541330E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.543607E+04
  0.607857E+01  0.367389E+04  0.365539E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.367079E+04
  0.759121E+01  0.247495E+04  0.246245E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.247285E+04
  0.948028E+01  0.166362E+04  0.165519E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.166220E+04
  0.118394E+02  0.111599E+04  0.111030E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.111503E+04
